id;KOV;maakond;nimekiri;partei;nr;haali;ehaali
id_14513;V‰ike-Maarja vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr173;12;1
id_9757;Tabivere vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr121;11;1
id_5359;Mustjala vald;Saare;Valimisliit Koduvald Mustjala;Muu;nr112;9;1
id_172;Alatskivi vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr116;37;7
id_8599;Rıuge vald;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr155;8;1
id_4816;L‰‰ne-Nigula vald;L‰‰ne;Eesti Keskerakond;Eesti Keskerakond;nr104;14;7
id_10164;Tallinn 2;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr409;5;3
id_12159;Tartu vald;Tartu;Valimisliit Kohalik Elu;Muu;nr165;4;2
id_12667;T¸ri vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr112;29;9
id_14703;’ru vald;Valga;Valimisliit Koduvald;Muu;nr108;9;0
id_6516;Paide vald;J‰rva;Valimisliit Meie Vald;Muu;nr139;4;1
id_6084;Nıo vald;Tartu;VALIMISLIIT HEA VALIK;Muu;nr150;2;0
id_330;Anija vald;Harju;Valimisliit "Koostˆˆs edasi";Muu;nr172;1;0
id_5466;Mıisak¸la linn;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr106;149;16
id_1838;Jıgeva vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr136;2;1
id_1453;H‰‰demeeste vald;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr117;41;5
id_3886;Kullamaa vald;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr123;3;0
id_3648;Konguta vald;Tartu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr147;9;1
id_11595;Tapa vald;L‰‰ne-Viru;Valimisliit Valgejıgi;Muu;nr230;18;7
id_3851;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr129;11;2
id_6559;Paide vald;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr112;2;0
id_4723;Luunja vald;Tartu;Valimisliit Sinu Kodu Heaks;Muu;nr123;6;0
id_71;Abja vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr122;3;1
id_2773;Keila linn;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr158;24;3
id_9251;Sauga vald;P‰rnu;Valimisliit Koduvald Sauga;Muu;nr186;5;2
id_3931;Kunda linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr165;14;0
id_7814;Rae vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr148;15;4
id_9153;Saue vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr151;70;4
id_5527;Mıniste vald;Vıru;Valimisliit M’NISTE;Muu;nr124;9;6
id_8653;R‰pina vald;Pılva;Eesti Konservatiivne Rahvaerakond;Muu;nr127;14;1
id_546;Aseri vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr130;61;7
id_12620;T‰htvere vald;Tartu;Valimisliit ‹hiselt T‰htveres;Muu;nr102;50;25
id_12179;Tartu vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr125;20;6
id_2527;Karksi vald;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr144;14;2
id_11549;Tapa vald;L‰‰ne-Viru;Valimisliit Vaba Kodanik;Muu;nr139;6;1
id_6607;Pajusi vald;Jıgeva;Valimisliit Pajusi;Muu;nr120;3;0
id_157;Alajıe vald;Ida-Viru;VALIMISLIIT RAHVA HƒƒL;Muu;nr108;12;2
id_7936;Raikk¸la vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr112;27;9
id_3505;Kohtla-Nımme vald;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr131;9;4
id_4083;Kuressaare linn;Saare;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr202;15;3
id_5554;M‰etaguse vald;Ida-Viru;Valimisliit Kodupaik;Muu;nr123;9;0
id_13291;Vastseliina vald;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr104;10;0
id_7879;Rae vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr182;26;18
id_12884;Valga linn;Valga;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr182;11;0
id_11886;Tartu linn;Tartu linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr168;53;18
id_12526;Tırva linn;Valga;Eesti Reformierakond;Eesti Reformierakond;nr147;9;3
id_1551;Illuka vald;Ida-Viru;Valimisliit Koduvald Illuka;Muu;nr111;18;2
id_3233;Koeru vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr114;14;4
id_8782;Saarde vald;P‰rnu;VALIMISLIIT  KODUVALD;Muu;nr155;32;5
id_7046;Puhja vald;Tartu;Valimisliit Optimistid;Muu;nr144;20;2
id_2145;Kaarma vald;Saare;Eesti Reformierakond;Eesti Reformierakond;nr171;11;1
id_4036;Kuressaare linn;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr142;19;2
id_12725;T¸ri vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr117;64;2
id_9049;Saue linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr170;13;7
id_3765;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr185;2;0
id_8695;R‰pina vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr147;17;0
id_6362;Paide linn;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr228;3;0
id_2728;Keila linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr204;8;1
id_12575;Tırva linn;Valga;Valimisliit "T’RVAKAD";Muu;nr105;6;2
id_1768;Jıgeva linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr179;7;0
id_1744;Jıgeva linn;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr142;62;14
id_12435;Tudulinna vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr125;2;1
id_753;Emmaste vald;Hiiu;Valimisliit Emmaste Eduks;Muu;nr131;3;0
id_7132;Puurmani vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr137;17;0
id_656;Avinurme vald;Ida-Viru;Valimisliit Koduvald;Muu;nr130;11;3
id_14699;’ru vald;Valga;Valimisliit Koduvald;Muu;nr109;0;0
id_7160;Pıdrala vald;Valga;Valimisliit Koduvald Pıdrala;Muu;nr108;15;1
id_8984;Saue linn;Harju;Valimisliit Kindlad tegijad;Muu;nr133;114;24
id_6581;Paikuse vald;P‰rnu;Eesti Reformierakond;Eesti Reformierakond;nr124;12;2
id_2244;Kadrina vald;L‰‰ne-Viru;Valimisliit Koduvald;Muu;nr124;30;11
id_14428;V‰ike-Maarja vald;L‰‰ne-Viru;VALIMISLIIT MEIE PANDIVERE;Muu;nr118;8;2
id_12721;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr231;18;1
id_7765;Raasiku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr137;10;3
id_5727;Narva-Jıesuu linn;Ida-Viru;Valimisliit ‹htne Narva-Jıesuu;Muu;nr150;12;2
id_8261;Rakvere vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr144;3;0
id_1557;Illuka vald;Ida-Viru;Valimisliit Koduvald Illuka;Muu;nr109;8;0
id_8692;R‰pina vald;Pılva;Eesti Konservatiivne Rahvaerakond;Muu;nr133;1;0
id_6198;Orissaare vald;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr129;8;2
id_7858;Rae vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr187;8;4
id_4194;Kuusalu vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr139;19;4
id_688;Elva linn;Tartu;Valimisliit Elva;Muu;nr171;6;1
id_5764;Narva-Jıesuu linn;Ida-Viru;Valimisliit "Lemmik linn";Muu;nr113;37;3
id_1271;Harku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr175;24;10
id_11165;Tallinn 7;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1278;1;0
id_13753;Viljandi linn;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr155;2;1
id_1336;Helme vald;Valga;Valimisliit Meie Helme;Muu;nr145;3;2
id_4054;Kuressaare linn;Saare;Eesti Reformierakond;Eesti Reformierakond;nr170;18;5
id_7728;P¸halepa vald;Hiiu;Hiiumaa Heaks Valimisliit;Muu;nr119;8;1
id_4956;L¸manda vald;Saare;Valimisliit L¸his;Muu;nr122;0;0
id_3357;Kohila vald;Rapla;Valimisliit Minu Kohila;Muu;nr194;27;3
id_8335;Rapla vald;Rapla;Eesti Keskerakond;Eesti Keskerakond;nr204;15;3
id_11127;Tallinn 7;Tallinna linn;Vaba Tallinna Kodanik Valimisliit;Muu;nr881;34;19
id_5583;M‰ksa vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr101;12;3
id_13688;Viljandi linn;Viljandi;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr221;16;9
id_6509;Paide vald;J‰rva;Valimisliit Meie Vald;Muu;nr152;18;7
id_11647;Tapa vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr103;30;16
id_5463;Mustvee linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr161;2;0
id_11912;Tartu linn;Tartu linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr374;55;8
id_5456;Mustvee linn;Jıgeva;Valimisliit Meie Mustvee;Muu;nr149;23;1
id_6172;Orissaare vald;Saare;Eesti Reformierakond;Eesti Reformierakond;nr117;7;4
id_12112;Tartu vald;Tartu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr111;8;2
id_5653;M‰rjamaa vald;Rapla;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr139;136;22
id_8102;Rakvere linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr281;3;1
id_9257;Sauga vald;P‰rnu;Vallarahva Valimisliit;Muu;nr108;2;0
id_1081;Halliste vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr103;10;1
id_9154;Saue vald;Harju;Valimisliit Suurliit;Muu;nr190;0;0
id_5049;Maardu linn;Harju;Maardu Valimisliit;Muu;nr198;11;3
id_14164;Vıhma linn;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr104;23;1
id_6034;Nıo vald;Tartu;VALIMISLIIT HEA VALIK;Muu;nr158;22;3
id_2587;Kasep‰‰ vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr106;1;0
id_6956;Peipsi‰‰re vald;Tartu;Valimisliit "Meie ja Teie vabaduse eest";Muu;nr118;6;0
id_8441;Ridala vald;L‰‰ne;Eesti Keskerakond;Eesti Keskerakond;nr132;24;6
id_12673;T¸ri vald;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr158;9;7
id_9939;Tallinn 1;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr109;76;35
id_225;Albu vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr123;17;2
id_12049;Tartu linn;Tartu linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr378;10;2
id_4374;Laekvere vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr127;17;4
id_11442;Tamsalu vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr122;2;0
id_795;Haanja vald;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr139;3;0
id_10667;Tallinn 5;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr240;14;1
id_6927;Peipsi‰‰re vald;Tartu;Valimisliit "Meie ja Teie vabaduse eest";Muu;nr107;0;0
id_10500;Tallinn 4;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr484;5;2
id_937;Haaslava vald;Tartu;Valimisliit Meie Hoolime;Muu;nr129;16;7
id_13308;Veriora vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr130;12;0
id_14636;V‰rska vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr108;5;0
id_6434;Paide linn;J‰rva;Eesti Konservatiivne Rahvaerakond;Muu;nr146;71;15
id_10866;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1169;16;6
id_2402;Kambja vald;Tartu;Valimisliit Koduvald;Muu;nr117;26;4
id_4737;Luunja vald;Tartu;Valimisliit Uus Luunja;Muu;nr153;7;1
id_14039;Vinni vald;L‰‰ne-Viru;Valimisliit Kodupaik;Muu;nr129;48;7
id_5885;Narva linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr133;335;50
id_77;Abja vald;Viljandi;Koduvald Abja valimisliit;Muu;nr170;26;1
id_11910;Tartu linn;Tartu linn;Eesti Reformierakond;Eesti Reformierakond;nr493;4;0
id_14192;Vınnu vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr103;7;0
id_12290;Toila vald;Ida-Viru;Valimisliit ‹htne Vald;Muu;nr158;5;4
id_1459;H‰‰demeeste vald;P‰rnu;Valimisliit Rannatee;Muu;nr101;12;5
id_10671;Tallinn 5;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr236;12;5
id_14774;‹lenurme vald;Tartu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr113;23;3
id_2544;Karula vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr108;3;0
id_13302;Veriora vald;Pılva;Valimisliit Koduvald Veriora;Muu;nr114;12;1
id_13363;Vigala vald;Rapla;Eesti Keskerakond;Eesti Keskerakond;nr137;36;2
id_7067;Puka vald;Valga;Valimisliit "Rahva H‰‰l";Muu;nr122;2;2
id_13071;Vara vald;Tartu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr101;7;0
id_2680;Kehtna vald;Rapla;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr134;38;6
id_7562;P‰rnu linn;P‰rnu;Eesti Konservatiivne Rahvaerakond;Muu;nr133;2;0
id_13194;Vasalemma vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr154;5;3
id_13464;Viimsi vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr248;12;5
id_10833;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1176;11;1
id_9426;Sindi linn;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr156;1;0
id_11005;Tallinn 6;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr270;125;51
id_1290;Harku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr187;13;6
id_10296;Tallinn 3;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr445;7;5
id_2369;Kambja vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr141;11;1
id_1219;Harku vald;Harju;Valimisliit K¸lade Edendamise Selts;Muu;nr104;5;2
id_13148;Varstu vald;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr138;10;2
id_1591;Imavere vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr115;12;0
id_14048;Viru-Nigula vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr119;16;3
id_14478;V‰ike-Maarja vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr162;21;4
id_12682;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr196;16;8
id_4210;Kılleste vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr133;1;0
id_11297;Tallinn 8;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1316;100;6
id_7030;Puhja vald;Tartu;Valimisliit Koduvald Puhja;Muu;nr132;6;1
id_2412;Kanepi vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr153;4;0
id_11710;Tartu linn;Tartu linn;Eesti Keskerakond;Eesti Keskerakond;nr102;1210;112
id_4844;L‰‰ne-Nigula vald;L‰‰ne;Eesti Keskerakond;Eesti Keskerakond;nr108;4;0
id_6503;Paide linn;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr132;7;2
id_3929;Kunda linn;L‰‰ne-Viru;Valimisliit KUNDA;Muu;nr112;7;1
id_14407;Vıru vald;Vıru;Valimisliit VALLA EEST;Muu;nr138;12;5
id_3491;Kohtla-Nımme vald;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr130;9;2
id_6062;Nıo vald;Tartu;VALIMISLIIT HEA VALIK;Muu;nr146;40;8
id_9459;Sindi linn;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr159;7;1
id_4979;L¸manda vald;Saare;Valimisliit Elujıuline Koduvald;Muu;nr138;15;8
id_7972;Rakke vald;L‰‰ne-Viru;Valimisliit "KODUVALD RAKKE";Muu;nr123;5;1
id_14668;V‰‰tsa vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr115;7;2
id_12495;Tılliste vald;Valga;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr137;16;3
id_3103;Kiviıli linn;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr138;12;4
id_10233;Tallinn 2;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr988;6;0
id_11925;Tartu linn;Tartu linn;Eesti Keskerakond;Eesti Keskerakond;nr101;1261;96
id_7669;Pˆide vald;Saare;Valimisliit Oma Vald;Muu;nr122;5;2
id_12589;Tıstamaa vald;P‰rnu;Valimisliit Tıstamaa;Muu;nr110;7;3
id_2001;Jıhvi vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr145;32;1
id_10505;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1102;77;3
id_2176;Kaarma vald;Saare;Valimisliit  Kaarma  on  ¸htne;Muu;nr142;20;7
id_1390;Hiiu vald;Hiiu;Valimisliit Vabad Hiiumaa Kodanikud;Muu;nr128;9;5
id_3787;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr171;3;1
id_8973;Saue linn;Harju;Valimisliit Kindlad tegijad;Muu;nr147;6;1
id_314;Anija vald;Harju;Valimisliit "Koostˆˆs edasi";Muu;nr138;7;2
id_6919;Palupera vald;Valga;Valimisliit Tegus Kodukant;Muu;nr121;16;7
id_11049;Tallinn 6;Tallinna linn;Vaba Tallinna Kodanik Valimisliit;Muu;nr870;283;110
id_14599;V‰ndra vald (alev);P‰rnu;Valimisliit V‰ndralane;Muu;nr125;16;2
id_6643;Pajusi vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr148;3;1
id_8589;Rıuge vald;Vıru;Valimisliit Meie Rıuge;Muu;nr137;16;1
id_12862;Vaivara vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr107;10;0
id_278;Ambla vald;J‰rva;"Valimisliit hingelt koduvalla j‰rvakad";Muu;nr136;18;6
id_13076;Vara vald;Tartu;Valimisliit Koduvald;Muu;nr155;6;0
id_11365;Tallinn 8;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1335;12;0
id_5578;M‰ksa vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr120;11;0
id_1987;Jıhvi vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr219;153;29
id_6441;Paide linn;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr203;1;0
id_6691;Pala vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr136;4;1
id_11098;Tallinn 7;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr655;415;172
id_6993;Pihtla vald;Saare;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr111;13;2
id_10484;Tallinn 4;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr188;22;8
id_1044;Haljala vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr137;13;4
id_186;Alatskivi vald;Tartu;Valimisliit Isamaaline Alatskivi;Muu;nr139;7;1
id_14090;Vormsi vald;L‰‰ne;Valimisliit Vormsi;Muu;nr127;28;7
id_9848;Tallinn 1;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1581;4;0
id_1733;Jıgeva linn;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr120;9;1
id_13086;Vara vald;Tartu;Valimisliit Koduvald;Muu;nr133;10;1
id_8093;Rakvere linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr293;6;3
id_8343;Rapla vald;Rapla;Valimisliit Rapla Vallakodanike Liit;Muu;nr177;14;3
id_7441;P‰rnu linn;P‰rnu;Eesti Reformierakond;Eesti Reformierakond;nr300;3;0
id_1570;Imavere vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr124;12;2
id_7387;Pılva vald;Pılva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr197;164;47
id_3946;Kunda linn;L‰‰ne-Viru;Valimisliit KUNDA;Muu;nr116;11;2
id_8371;Rapla vald;Rapla;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr161;14;4
id_4273;Kıpu vald;Viljandi;Valimisliit Kodukant Kıpu;Muu;nr105;16;2
id_9898;Tallinn 1;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr107;169;73
id_10370;Tallinn 3;Tallinna linn;Vaba Tallinna Kodanik Valimisliit;Muu;nr840;20;2
id_9389;Sillam‰e linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr150;69;2
id_5063;Maardu linn;Harju;Maardu Valimisliit;Muu;nr206;17;0
id_3110;Kiviıli linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr177;26;4
id_11545;Tapa vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr108;15;1
id_11899;Tartu linn;Tartu linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr185;16;7
id_9740;Tabivere vald;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr125;66;16
id_9969;Tallinn 1;Tallinna linn;‹le-eestiline Valimisliit;Muu;nr733;10;3
id_1721;Jıel‰htme vald;Harju;Valimisliit "‹hendatud jıud";Muu;nr136;12;1
id_8401;Ridala vald;L‰‰ne;Eesti Keskerakond;Eesti Keskerakond;nr126;39;11
id_13201;Vasalemma vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr105;32;3
id_6387;Paide linn;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr185;69;22
id_1373;Hiiu vald;Hiiu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr166;5;0
id_2019;Jıhvi vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr220;71;2
id_2471;Kareda vald;J‰rva;Valimisliit Elu maal;Muu;nr134;25;6
id_6011;Noarootsi vald;L‰‰ne;Valimisliit MEIE ‹HINE NOAROOTSI;Muu;nr115;22;5
id_5649;M‰rjamaa vald;Rapla;Valimisliit M‰rjamaa;Muu;nr172;28;10
id_1704;Jıel‰htme vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr162;27;4
id_4752;Luunja vald;Tartu;Valimisliit Sinu Kodu Heaks;Muu;nr112;19;5
id_5016;Maardu linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr117;8;2
id_4164;Kuusalu vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr108;5;0
id_8198;Rakvere linn;L‰‰ne-Viru;VALIMISLIIT RAKVERE RAHVA KOGU;Muu;nr229;4;3
id_14302;Vıru linn;Vıru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr112;47;23
id_12612;T‰htvere vald;Tartu;Valimisliit ‹hiselt T‰htveres;Muu;nr117;60;9
id_11273;Tallinn 8;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1320;2;1
id_5937;Narva linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr135;125;4
id_8123;Rakvere linn;L‰‰ne-Viru;VALIMISLIIT RAKVERE RAHVA KOGU;Muu;nr233;18;3
id_7069;Puka vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr108;1;0
id_9004;Saue linn;Harju;Valimisliit Kindlad tegijad;Muu;nr137;27;9
id_11296;Tallinn 8;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr684;1092;400
id_13266;Vastseliina vald;Vıru;Valimisliit Tegus Koduvald;Muu;nr132;9;3
id_7598;P‰rnu linn;P‰rnu;Eesti Reformierakond;Eesti Reformierakond;nr255;301;61
id_12057;Tartu linn;Tartu linn;Valimisliit Vabakund;Muu;nr250;30;12
id_5409;Mustvee linn;Jıgeva;Valimisliit P‰hklid;Muu;nr137;2;0
id_663;Elva linn;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr175;30;1
id_6918;Palupera vald;Valga;Valimisliit Toimiv Koduvald;Muu;nr108;34;2
id_10133;Tallinn 2;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1003;4;2
id_2278;Kaiu vald;Rapla;Valimisliit Koostˆˆ ja kogemus;Muu;nr113;72;12
id_8337;Rapla vald;Rapla;Eesti Keskerakond;Eesti Keskerakond;nr201;11;5
id_1198;Harku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr157;24;19
id_9218;Sauga vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr149;1;0
id_5831;Narva linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr142;60;2
id_3496;Kohtla-Nımme vald;Ida-Viru;Valimisliit Kohtla-Nımme Areng;Muu;nr112;8;0
id_940;Haaslava vald;Tartu;Valimisliit Koduvald Haaslava;Muu;nr118;16;0
id_6813;Paldiski linn;Harju;Jaan Mˆlderi Valimisliit;Muu;nr183;10;0
