id;KOV;maakond;nimekiri;partei;nr;haali;ehaali
id_3722;Kose vald;Harju;VALIMISLIIT "‹HTSELT";Muu;nr257;54;5
id_2774;Keila linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr124;26;6
id_12052;Tartu linn;Tartu linn;Eesti Reformierakond;Eesti Reformierakond;nr476;14;6
id_6650;Pala vald;Jıgeva;Valimisliit Pala - meie koduvald;Muu;nr113;2;1
id_4616;Lohusuu vald;Ida-Viru;VALIMISLIIT KOHALIK RAHVAS;Muu;nr117;5;3
id_11275;Tallinn 8;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr721;14;2
id_4553;Leisi vald;Saare;Valimisliit Koduvald Leisi;Muu;nr109;35;11
id_8776;Saarde vald;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr120;9;3
id_7812;Rae vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr157;28;5
id_7746;Raasiku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr143;6;3
id_640;Avinurme vald;Ida-Viru;Eesti Reformierakond;Eesti Reformierakond;nr115;36;9
id_5906;Narva linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr228;170;15
id_3662;Koonga vald;P‰rnu;Valimisliit Koduvald Koonga;Muu;nr103;19;7
id_12878;Valga linn;Valga;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr116;35;11
id_10549;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1073;104;11
id_11416;Tamsalu vald;L‰‰ne-Viru;Valimisliit Vaba Vallakodanik;Muu;nr111;24;6
id_13049;Vara vald;Tartu;Valimisliit P‰ikeseline Kodu;Muu;nr108;6;0
id_2210;Kaarma vald;Saare;Valimisliit  Kaarma  on  ¸htne;Muu;nr127;4;0
id_9509;Surju vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr107;15;8
id_1508;H‰‰demeeste vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr139;1;0
id_8546;Rıngu vald;Tartu;VALIMISLIIT MEIE VALD-KODUVALD;Muu;nr127;59;8
id_683;Elva linn;Tartu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr117;8;1
id_10766;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1142;1271;38
id_6111;Nıva vald;L‰‰ne;Eesti Keskerakond;Eesti Keskerakond;nr112;8;2
id_3324;Kohila vald;Rapla;Valimisliit Minu Kohila;Muu;nr208;25;10
id_9377;Sillam‰e linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr113;98;0
id_7338;Pılva vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr109;42;5
id_10564;Tallinn 4;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr192;22;8
id_14522;V‰ike-Maarja vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr200;6;0
id_1856;Jıgeva vald;Jıgeva;Valimisliit K’IGI KODU;Muu;nr161;11;2
id_12274;Toila vald;Ida-Viru;Valimisliit ‹htne Vald;Muu;nr135;30;4
id_12818;Urvaste vald;Vıru;Valimisliit ‹ks Urvaste;Muu;nr113;8;5
id_2927;Keila vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr108;24;1
id_7438;Pılva vald;Pılva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr142;6;2
id_3637;Konguta vald;Tartu;Valimisliit Kodukoht Konguta;Muu;nr162;3;0
id_8591;Rıuge vald;Vıru;Valimisliit Meie Rıuge;Muu;nr142;24;3
id_12618;T‰htvere vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr138;35;12
id_4727;Luunja vald;Tartu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr175;14;8
id_14361;Vıru linn;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr186;320;69
id_7634;P‰rnu linn;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr170;23;0
id_10661;Tallinn 5;Tallinna linn;Valimisliit Tallinna Rohelised;Muu;nr1375;94;36
id_7550;P‰rnu linn;P‰rnu;Toomas Kivim‰gi Valimisliit;Muu;nr239;20;5
id_2033;Jıhvi vald;Ida-Viru;Valimisliit Teine Eesti;Muu;nr212;6;0
id_2876;Keila vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr113;10;1
id_5752;Narva-Jıesuu linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr181;6;3
id_9468;Sonda vald;Ida-Viru;Valimisliit Meie Vald;Muu;nr107;8;4
id_2676;Kehtna vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr165;10;3
id_14248;Vıru linn;Vıru;Valimisliit V’RU KODULINNA NOORED;Muu;nr225;26;8
id_7846;Rae vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr199;16;6
id_945;Haaslava vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr125;3;2
id_1820;Jıgeva vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr181;3;0
id_1325;Helme vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr104;20;5
id_9976;Tallinn 1;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1392;79;39
id_1006;Halinga vald;P‰rnu;Valimisliit Koduvald;Muu;nr132;18;2
id_9899;Tallinn 1;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr942;9;0
id_7822;Rae vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr219;72;29
id_3969;Kunda linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr174;4;0
id_1086;Halliste vald;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr102;10;1
id_10337;Tallinn 3;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1041;44;5
id_5553;M‰etaguse vald;Ida-Viru;Valimisliit Kodupaik;Muu;nr128;8;1
id_3925;Kunda linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr159;6;2
id_9198;Saue vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr213;8;0
id_8571;Rıuge vald;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr154;3;0
id_14247;Vıru linn;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr182;3;0
id_10149;Tallinn 2;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1433;15;6
id_2305;Kallaste linn;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr138;4;0
id_11648;Tapa vald;L‰‰ne-Viru;Valimisliit Valgejıgi;Muu;nr216;19;8
id_980;Halinga vald;P‰rnu;Valimisliit Koduvald;Muu;nr137;17;10
id_14733;‹lenurme vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr145;39;15
id_4321;K‰rla vald;Saare;Eesti Reformierakond;Eesti Reformierakond;nr123;22;7
id_4233;Kılleste vald;Pılva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr103;6;0
id_13358;Vigala vald;Rapla;Eesti Keskerakond;Eesti Keskerakond;nr145;7;0
id_6679;Pala vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr138;12;4
id_12086;Tartu linn;Tartu linn;Eesti Konservatiivne Rahvaerakond;Muu;nr283;8;1
id_7019;Puhja vald;Tartu;Valimisliit Nr 1;Muu;nr115;21;7
id_919;Haapsalu linn;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr168;12;6
id_13919;Viljandi vald;Viljandi;Valimisliit Viljandi vald;Muu;nr236;12;2
id_7093;Puka vald;Valga;Valimisliit KOOST÷÷;Muu;nr150;30;3
id_12611;T‰htvere vald;Tartu;Valimisliit ‹hiselt T‰htveres;Muu;nr109;40;7
id_13516;Viimsi vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr138;115;51
id_10205;Tallinn 2;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr149;11;5
id_3974;Kunda linn;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr126;21;5
id_8614;Rıuge vald;Vıru;Valimisliit Meie Rıuge;Muu;nr130;32;11
id_2172;Kaarma vald;Saare;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr121;5;0
id_9282;Sauga vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr145;10;1
id_3918;Kunda linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr175;6;0
id_5977;Nissi vald;Harju;Valimisliit Minu Oma Vald;Muu;nr111;23;5
id_12816;Urvaste vald;Vıru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr102;24;2
id_12468;Tılliste vald;Valga;Valimisliit Tılliste Edukaks;Muu;nr110;10;1
id_4206;Kuusalu vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr204;41;7
id_10264;Tallinn 3;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1059;1;0
id_10482;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1093;29;1
id_1866;Jıgeva vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr182;2;2
id_10543;Tallinn 4;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr488;1;0
id_13479;Viimsi vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr184;2;0
id_140;Alajıe vald;Ida-Viru;VALIMISLIIT KOHALIK RAHVAS;Muu;nr129;18;3
id_478;Antsla vald;Vıru;Valimisliit Me elame siin;Muu;nr142;14;4
id_10003;Tallinn 1;Tallinna linn;Vaba Tallinna Kodanik Valimisliit;Muu;nr814;2;1
id_7461;P‰rnu linn;P‰rnu;Toomas Kivim‰gi Valimisliit;Muu;nr220;95;22
id_6951;Peipsi‰‰re vald;Tartu;Valimisliit "Meie ja Teie vabaduse eest";Muu;nr101;42;4
id_6116;Nıva vald;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr104;16;1
id_9328;Sillam‰e linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr122;16;1
id_1723;Jıgeva linn;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr141;144;30
id_12149;Tartu vald;Tartu;Valimisliit Kohalik Elu;Muu;nr166;12;2
id_1631;Juuru vald;Rapla;Valimisliit Tegus Kogukond;Muu;nr103;27;13
id_11086;Tallinn 7;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr285;26;11
id_5808;Narva linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr168;15;0
id_7028;Puhja vald;Tartu;Valimisliit Nr 1;Muu;nr112;56;13
id_1343;Helme vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr110;1;0
id_4766;Luunja vald;Tartu;Valimisliit Koduvald Luunja;Muu;nr173;22;12
id_3112;Kiviıli linn;Ida-Viru;Valimisliit KODUKANT;Muu;nr104;25;11
id_831;Haapsalu linn;L‰‰ne;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr143;27;9
id_6279;Otep‰‰ vald;Valga;Valimisliit Meie Kodu;Muu;nr203;17;7
id_11615;Tapa vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr109;5;0
id_4597;Lihula vald;L‰‰ne;Valimisliit Lihula Konservatiivne Vaba Kodanik;Muu;nr120;22;9
id_1213;Harku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr146;56;28
id_13233;Vastse-Kuuste vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr101;92;38
id_4850;L‰‰ne-Nigula vald;L‰‰ne;Eesti Keskerakond;Eesti Keskerakond;nr111;5;0
id_3504;Kohtla-Nımme vald;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr132;10;0
id_6126;Orava vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr108;1;0
id_3490;Kohtla-Nımme vald;Ida-Viru;Valimisliit Kohtla-Nımme Areng;Muu;nr110;9;0
id_3230;Koeru vald;J‰rva;Valimisliit ‹htne Koeru;Muu;nr153;9;1
id_4579;Lihula vald;L‰‰ne;Valimisliit Lihula Areng;Muu;nr144;4;2
id_8877;Saku vald;Harju;Saku Vallarahva Valimisliit;Muu;nr180;2;0
id_14226;Vıru linn;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr145;67;13
id_2685;Kehtna vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr150;20;12
id_5146;Martna vald;L‰‰ne;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr106;1;1
id_14046;Vinni vald;L‰‰ne-Viru;Valimisliit Kodupaik;Muu;nr143;9;3
id_1294;Helme vald;Valga;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr129;25;5
id_5947;Narva linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr283;92;7
id_12597;Tıstamaa vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr106;5;2
id_14649;V‰rska vald;Pılva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr133;48;4
id_1021;Haljala vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr109;30;1
id_8342;Rapla vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr149;59;19
id_11659;Tartu linn;Tartu linn;Eesti Reformierakond;Eesti Reformierakond;nr435;894;300
id_8033;Rakvere linn;L‰‰ne-Viru;VALIMISLIIT RAKVERE RAHVA KOGU;Muu;nr247;1;0
id_6833;Paldiski linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr179;4;2
id_3305;Kohila vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr173;58;2
id_6044;Nıo vald;Tartu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr125;27;7
id_1293;Helme vald;Valga;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr123;24;3
id_13104;Varbla vald;P‰rnu;Valimisliit Varbla;Muu;nr121;13;1
id_5364;Mustjala vald;Saare;Valimisliit Koduvald Mustjala;Muu;nr113;4;0
id_9020;Saue linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr174;5;4
id_5433;Mustvee linn;Jıgeva;Valimisliit P‰hklid;Muu;nr112;44;5
id_7727;P¸halepa vald;Hiiu;Hiiumaa Heaks Valimisliit;Muu;nr106;4;0
id_12514;Tırva linn;Valga;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr124;6;1
id_12714;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr203;22;9
id_3379;Kohtla-J‰rve linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr114;5;1
id_304;Anija vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr218;8;0
id_4157;Kuusalu vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr137;24;14
id_9264;Sauga vald;P‰rnu;Vallarahva Valimisliit;Muu;nr112;7;0
id_554;Aseri vald;Ida-Viru;Valimisliit Kogemuste jıud;Muu;nr102;4;1
id_2992;Kihelkonna vald;Saare;Valimisliit KODUVALD;Muu;nr113;28;7
id_5021;Maardu linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr115;35;0
id_10021;Tallinn 1;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr941;28;2
id_4154;Kuusalu vald;Harju;VALIMISLIIT ‹HINE KODU;Muu;nr181;16;2
id_3877;Kullamaa vald;L‰‰ne;Kodukandi Kullamaa Valimisliit;Muu;nr130;81;12
id_6223;Otep‰‰ vald;Valga;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr162;15;1
id_2777;Keila linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr133;3;1
id_2554;Karula vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr107;7;2
id_13988;Vinni vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr159;4;0
id_7462;P‰rnu linn;P‰rnu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr112;12;6
id_9221;Sauga vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr141;2;0
id_1214;Harku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr210;15;6
id_13355;Vigala vald;Rapla;Eesti Keskerakond;Eesti Keskerakond;nr138;4;0
id_2539;Karksi vald;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr141;16;3
id_5199;Merem‰e vald;Vıru;Valimisliit Omadega m‰el;Muu;nr111;3;2
id_2794;Keila linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr140;3;0
id_3498;Kohtla-Nımme vald;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr120;10;2
id_6769;Paldiski linn;Harju;Valimisliit UUS LAINE;Muu;nr249;18;1
id_6640;Pajusi vald;Jıgeva;Valimisliit Pajusi;Muu;nr106;16;3
id_13799;Viljandi vald;Viljandi;Valimisliit Vabad Vallakodanikud;Muu;nr223;51;19
id_7720;P¸halepa vald;Hiiu;Hiiumaa Heaks Valimisliit;Muu;nr117;11;5
id_7255;Pıltsamaa vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr141;16;8
id_3030;Kihnu vald;P‰rnu;Valimisliit "Parem Kihnu";Muu;nr117;2;1
id_3898;Kullamaa vald;L‰‰ne;Kodukandi Kullamaa Valimisliit;Muu;nr132;27;1
id_1233;Harku vald;Harju;Valimisliit Harku Valla Kodanike ‹henduste Liit;Muu;nr136;24;8
id_5748;Narva-Jıesuu linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr164;27;2
id_3497;Kohtla-Nımme vald;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr123;23;1
id_3320;Kohila vald;Rapla;Eesti Keskerakond;Eesti Keskerakond;nr111;3;1
id_2652;Kehtna vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr144;12;1
id_6552;Paide vald;J‰rva;Valimisliit Paide Valla Kodanik;Muu;nr125;11;2
id_1621;Juuru vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr120;1;0
id_7783;Raasiku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr136;24;2
id_8360;Rapla vald;Rapla;Valimisliit Rapla Vallakodanike Liit;Muu;nr179;27;8
id_1062;Haljala vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr128;14;1
id_4437;Laeva vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr125;1;1
id_8302;Rapla vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr150;13;2
id_7306;Pılva vald;Pılva;Valimisliit Pılva Areng;Muu;nr189;62;18
id_7852;Rae vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr119;23;10
id_9682;Sımeru vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr132;4;2
id_12857;Vaivara vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr116;3;0
id_9652;Sımeru vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr147;8;3
id_12704;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr184;7;1
id_11604;Tapa vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr176;24;0
id_9879;Tallinn 1;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1393;29;14
id_3947;Kunda linn;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr133;47;1
id_12037;Tartu linn;Tartu linn;Eesti Keskerakond;Eesti Keskerakond;nr151;5;2
id_14368;Vıru linn;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr176;1;1
id_13602;Viimsi vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr234;207;76
id_3084;Kiili vald;Harju;Valimisliit "Kiili valla k¸lade ¸hendus";Muu;nr106;21;14
id_13226;Vasalemma vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr122;13;7
id_7642;P‰rnu linn;P‰rnu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr106;31;9
id_1739;Jıgeva linn;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr104;49;14
id_287;Ambla vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr101;41;13
id_13246;Vastse-Kuuste vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr121;52;1
id_7204;Pıltsamaa linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr108;9;0
id_1620;Juuru vald;Rapla;Valimisliit Tegus Kogukond;Muu;nr105;26;7
id_13572;Viimsi vald;Harju;Valimisliit Parteivaba Viimsi;Muu;nr113;30;9
id_226;Albu vald;J‰rva;Valimisliit ‹htlane Areng;Muu;nr101;47;12
id_7355;Pılva vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr167;7;1
id_11991;Tartu linn;Tartu linn;Eesti Keskerakond;Eesti Keskerakond;nr133;127;3
id_5992;Nissi vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr129;5;1
id_342;Anija vald;Harju;Valimisliit Anija ‹hendus;Muu;nr117;19;7
id_4670;Loksa linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr125;7;0
id_11462;Tamsalu vald;L‰‰ne-Viru;Valimisliit Tamsalu Vald;Muu;nr154;13;1
id_3540;Koigi vald;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr111;0;0
id_14109;Vormsi vald;L‰‰ne;Valimisliit Vormsi;Muu;nr128;8;6
id_8324;Rapla vald;Rapla;Valimisliit Rapla Vallakodanike Liit;Muu;nr178;92;15
id_7194;Pıltsamaa linn;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr159;23;7
id_9115;Saue vald;Harju;Valimisliit "Meie Vald";Muu;nr137;27;2
id_4607;Lohusuu vald;Ida-Viru;Eesti Reformierakond;Eesti Reformierakond;nr120;10;1
id_1778;Jıgeva linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr183;4;0
id_10994;Tallinn 6;Tallinna linn;Valimisliit Tallinna Rohelised;Muu;nr1381;18;7
id_9177;Saue vald;Harju;‹ksikkandidaat;Muu;nr254;74;29
id_7849;Rae vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr214;24;10
id_13443;Vihula vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr125;2;1
id_2899;Keila vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr104;9;0
id_10147;Tallinn 2;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr136;96;43
id_2027;Jıhvi vald;Ida-Viru;Valimisliit Jıhvi Heaks;Muu;nr102;188;45
id_10513;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1100;44;3
id_4232;Kılleste vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr127;8;4
id_10629;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1137;21;5
id_1697;Jıel‰htme vald;Harju;Valimisliit "‹hendatud jıud";Muu;nr126;9;1
id_6555;Paide vald;J‰rva;Valimisliit Meie Vald;Muu;nr143;10;3
id_10173;Tallinn 2;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr962;2675;167
id_5109;Maardu linn;Harju;Maardu Valimisliit;Muu;nr187;15;2
id_5321;Mooste vald;Pılva;Valimisliit Koduvald Mooste;Muu;nr140;14;0
id_6058;Nıo vald;Tartu;N’O.EU VALIMISLIIT;Muu;nr113;20;4
id_9110;Saue vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr225;44;19
id_6602;Pajusi vald;Jıgeva;Valimisliit Pajusi;Muu;nr108;16;1
id_8105;Rakvere linn;L‰‰ne-Viru;VALIMISLIIT RAKVERE RAHVA KOGU;Muu;nr231;2;0
id_1897;Jıgeva vald;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr217;6;0
id_14099;Vormsi vald;L‰‰ne;Valimisliit R‰lby 40;Muu;nr122;2;1
id_9080;Saue vald;Harju;Saue valla valimisliit "Koostˆˆ";Muu;nr102;44;21
id_2141;J‰rvakandi vald;Rapla;Valimisliit J‰rvakandi kant;Muu;nr120;38;3
id_10780;Tallinn 5;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr547;12;3
id_13007;Valgj‰rve vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr107;7;0
id_13672;Viljandi linn;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr185;7;3
id_10450;Tallinn 4;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1621;6;1
id_2367;Kambja vald;Tartu;Valimisliit Koduvald;Muu;nr119;23;3
id_1127;Hanila vald;L‰‰ne;Valimisliit Hanila kogukond;Muu;nr126;35;6
id_9905;Tallinn 1;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr371;2;0
id_6907;Palupera vald;Valga;Valimisliit Tegus Kodukant;Muu;nr128;26;11
id_10216;Tallinn 2;Tallinna linn;Vaba Tallinna Kodanik Valimisliit;Muu;nr823;22;12
id_13636;Viljandi linn;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr200;16;10
id_757;Emmaste vald;Hiiu;Eesti Keskerakond;Eesti Keskerakond;nr124;13;1
id_14686;V‰‰tsa vald;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr127;6;3
id_4215;Kılleste vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr105;65;18
id_9457;Sindi linn;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr165;6;0
id_4684;Loksa linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr140;16;1
id_4768;Luunja vald;Tartu;Valimisliit Uus Luunja;Muu;nr136;27;6
id_5406;Mustvee linn;Jıgeva;Valimisliit P‰hklid;Muu;nr122;12;1
id_8490;Ruhnu vald;Saare;Valimisliit Ruhnu 17;Muu;nr103;8;2
id_4089;Kuressaare linn;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr140;12;4
